i  j  rcb      Mcb      Etotcb 
 46  45  7.459  23.730  -119378788301623861412006634079093459517440.000 
 46  46  7.609  23.778  -119496495447446269409681129692124925657088.000 
 46  47  7.612  23.827  -119614790801580864860468671597296662609920.000 
 46  48  7.599  23.877  -119733679017100572334707109441597759029248.000 
 46  49  7.689  23.926  -119853161944464912729199901808484325261312.000 
 47  0  5.889  23.705  -150133199891357136333701127458807709958144.000 
 47  1  5.890  23.744  -150239772851338541463319083052583513751552.000 
 47  2  5.890  23.784  -150346793199226113549986664103220275576832.000 
 47  3  5.950  23.823  -150454271327941695220772840466693740298240.000 
 47  4  5.950  23.863  -150562203725527172474584499036772380966912.000 
 47  5  6.012  23.902  -150670593541253512820952677151372409307136.000 
 47  6  6.011  23.942  -150779443885305197082769181357546632380416.000 
 47  7  6.012  23.982  -150888755569847623970866051732097491533824.000 
 47  8  6.074  24.023  -150998531344903196668892259635421171941376.000 
 47  9  6.071  24.063  -151108774297823926629225626994665009971200.000 
 47  10  6.074  24.104  -151219485402035491123021369230432659308544.000 
 47  11  6.136  24.144  -151330667355882795878970079472525089177600.000 
 47  12  6.128  24.185  -151442323204958691803619440511852612681728.000 
 47  13  6.136  24.226  -151554454108710836936122523720821875146752.000 
 47  14  6.137  24.268  -151667062711846419526442485835536252534784.000 
 47  15  6.137  24.309  -151780151347575984782171785754673783242752.000 
 47  16  6.199  24.351  -151893723375860138431154536143196707094528.000 
 47  17  6.200  24.392  -152007779377990067310987804036764807462912.000 
 47  18  6.200  24.434  -152122322355302207895327585896444320546816.000 
 47  19  6.263  24.476  -152237355719565652897383256918130465701888.000 
 47  20  6.264  24.519  -152352880136421032240287384592017472356352.000 
 47  21  6.328  24.561  -152468898592270312449383365410922132668416.000 
 47  22  6.326  24.604  -152585414464272007162969433002241612054528.000 
 47  23  6.328  24.647  -152702428593886515037789142949327133474816.000 
 47  24  6.394  24.690  -152819943919874744042009292739176434761728.000 
 47  25  6.389  24.733  -152937963781171662048736364430261942747136.000 
 47  26  6.394  24.776  -153056489200889894229352401693945121210368.000 
 47  27  6.460  24.820  -153175523066982562003103144931945512697856.000 
 47  28  6.443  24.864  -153295068679879146633956079276202529914880.000 
 47  29  6.459  24.908  -153415127247966576963188962331975147847680.000 
 47  30  6.526  24.952  -153535701606690225387804056621333082013696.000 
 47  31  6.460  24.996  -153656794233688567590301225452685009879040.000 
 47  32  6.526  25.041  -153778408872906644112194973499871476056064.000 
 47  33  6.593  25.085  -153900545959582121959275234581277917052928.000 
 47  34  6.527  25.130  -154023208776433912566286314760066220163072.000 
 47  35  6.592  25.175  -154146401063487622253486521755345530912768.000 
 47  36  6.594  25.220  -154270123398321043282505286127547756576768.000 
 47  37  6.662  25.266  -154394379027814877693280065654039500554240.000 
 47  38  6.659  25.311  -154519171662565666822465668630422910664704.000 
 47  39  6.662  25.357  -154644502923340642946138297416471378132992.000 
 47  40  6.730  25.403  -154770374282859970817802826894493270147072.000 
 47  41  6.725  25.449  -154896790274780546028191826563746005778432.000 
 47  42  6.730  25.496  -155023751826210441907345553523215324676096.000 
 47  43  6.800  25.542  -155151262090141970436952467387498182475776.000 
 47  44  6.787  25.589  -155279324707442843330859404398091206393856.000 
 47  45  6.799  25.636  -155407940788561059563553359738013789192192.000 
 47  46  6.870  25.683  -155537113435340711056998256360987432058880.000 
 47  47  6.801  25.731  -155666846328751474557343335972058559414272.000 
 47  48  6.869  25.778  -155797140630132986682845121519082379673600.000 
 47  49  6.941  25.826  -155927999429038722474806231573379573350400.000 
 48  0  5.481  25.935  -196765096765994549252871386826135029415936.000 
 48  1  5.481  25.974  -196885580332210931091273492585789968613376.000 
 48  2  5.481  26.013  -197006508409084226359973637781568396197888.000 
 48  3  5.537  26.053  -197127883439488672359184246326759081902080.000 
 48  4  5.538  26.092  -197249705912552792968643434865595131101184.000 
 48  5  6.592  26.132  -197371978275815112757207346510250079420416.000 
 48  6  5.591  26.172  -197494703305635015816190279628931026911232.000 
 48  7  5.595  26.212  -197617881482729842428405834588068979408896.000 
 48  8  5.595  26.252  -197741515174166985477750839774027620286464.000 
 48  9  5.653  26.292  -197865606269866213725466600233812023574528.000 
 48  10  5.651  26.332  -197990157757105626416887626515732041302016.000 
 48  11  5.653  26.373  -198115170324968723999093732375746618327040.000 
 48  12  5.653  26.414  -198240645532715107611873586193262299840512.000 
 48  13  5.653  26.454  -198366585798138929643911222534115457761280.000 
 48  14  5.710  26.495  -198492994271421217618930457744874317807616.000 
 48  15  5.711  26.536  -198619870874110422969187392013826177105920.000 
 48  16  6.868  26.578  -198747218343259708742383937919520136495104.000 
 48  17  5.762  26.619  -198875039565764976221403007274845091135488.000 
 48  18  5.770  26.661  -199003335074469390866369024677008698769408.000 
 48  19  5.770  26.702  -199132107298205661653768849930588459630592.000 
 48  20  5.829  26.744  -199261358251754162674104853683728237461504.000 
 48  21  5.828  26.786  -199391090987106772953869532372692690272256.000 
 48  22  5.829  26.828  -199521305748331456534057189833764593729536.000 
 48  23  5.830  26.871  -199652005184250101584271334662077264429056.000 
 48  24  5.830  26.913  -199783191287952554482301774687263151620096.000 
 48  25  5.889  26.956  -199914867375087589363529801643071887114240.000 
 48  26  5.890  26.998  -200047033314628614991145009119760096428032.000 
 48  27  5.950  27.041  -200179691982973491629880462854003376521216.000 
 48  28  5.936  27.084  -200312846383977612276767428323419342503936.000 
 48  29  5.950  27.127  -200446497071574230499963255842267400765440.000 
 48  30  5.950  27.171  -200580646586678720890964630955022262206464.000 
 48  31  6.012  27.214  -200715296988911270559491959928284875063296.000 
 48  32  6.009  27.258  -200850451535811051855598686365635349315584.000 
 48  33  6.012  27.302  -200986110413296774268067906136256576225280.000 
 48  34  6.074  27.346  -201122276380517515234553829009104943710208.000 
 48  35  6.012  27.390  -201258951517407709738813902548673713143808.000 
 48  36  6.073  27.434  -201396139336100543583434551999758661058560.000 
 48  37  6.074  27.479  -201533839635458265864789354734235015970816.000 
 48  38  6.136  27.523  -201672055404690703888265201883125532065792.000 
 48  39  6.119  27.568  -201810789845640173355154895075619190603776.000 
 48  40  6.136  27.613  -201950043447819578527394661531305275031552.000 
 48  41  6.137  27.658  -202089818882734782168827090334435063627776.000 
 48  42  6.200  27.703  -202230118285496483439824540950164274151424.000 
 48  43  6.197  27.749  -202370945117167077364143579731794809847808.000 
 48  44  6.200  27.794  -202512299460439720626008323662313269755904.000 
 48  45  6.264  27.840  -202654184227111323656022198111670070411264.000 
 48  46  6.200  27.886  -202796601581388470642275270167978905174016.000 
 48  47  6.263  27.932  -202939555399997263883769656109424476946432.000 
 48  48  6.264  27.978  -203083045119250101272798851745679730016256.000 
 48  49  6.328  28.025  -203227073885252634352506746222077791961088.000 
 49  0  5.761  28.502  -258091278167161254174348135324436874133504.000 
 49  1  5.154  28.541  -258227609948995924099712508273402788708352.000 
 49  2  5.154  28.580  -258364380160860621779233067790755692544000.000 
 49  3  5.829  28.620  -258501590373402526660327329395897630982144.000 
 49  4  5.870  28.659  -258639243324141350443002883358480312303616.000 
 49  5  5.207  28.699  -258777338724546075380878650176802706685952.000 
 49  6  5.207  28.738  -258915878870554806379975672079009752023040.000 
 49  7  5.207  28.778  -259054865354035993954282412942560958873600.000 
 49  8  5.939  28.818  -259194300851440877896455417709261653803008.000 
 49  9  5.260  28.858  -259334185379536969182352885521284568449024.000 
 49  10  5.315  28.898  -259474520944540766138832064625689378160640.000 
 49  11  5.261  28.939  -259615309267013406686376606810158212841472.000 
 49  12  5.261  28.979  -259756551964210551437124822612178735464448.000 
 49  13  5.314  29.020  -259898252131759028607926520065793525284864.000 
 49  14  5.315  29.060  -260040408930238700126472247119152683155456.000 
 49  15  5.315  29.101  -260183024987874298303725534008549172051968.000 
 49  16  6.073  29.142  -260326101942842670415747617917265854332928.000 
 49  17  5.369  29.183  -260469642842976023528900979217238377627648.000 
 49  18  5.370  29.224  -260613647023147124665720434219153333682176.000 
 49  19  5.370  29.266  -260758117049431976803037062869073455480832.000 
 49  20  6.327  29.307  -260903054581690295175631586878342081544192.000 
 49  21  5.424  29.349  -261048462609920165408905863268023983407104.000 
 49  22  5.425  29.390  -261194340659001902592684959929713270194176.000 
 49  23  5.425  29.432  -261340691224266331308738687549674973298688.000 
 49  24  6.263  29.474  -261487515985804008455737956641123415883776.000 
 49  25  5.477  29.516  -261634817880458775794137470330974270128128.000 
 49  26  5.481  29.558  -261782596621902336449333344976041544777728.000 
 49  27  5.481  29.601  -261930854633396204993513497126253593886720.000 
 49  28  5.481  29.643  -262079593619674455944897991754707244154880.000 
 49  29  5.503  29.686  -262228816454712494339469543740768459423744.000 
 49  30  5.537  29.728  -262378523052361956786479856749806413152256.000 
 49  31  5.538  29.771  -262528715760050549560320567115711726485504.000 
 49  32  5.538  29.814  -262679396304020742963644441057148106964992.000 
 49  33  5.538  29.857  -262830566410210125878803992231951762194432.000 
 49  34  5.594  29.900  -262982229456259641045969589727461405360128.000 
 49  35  5.595  29.944  -263134384453162201518268123956788374536192.000 
 49  36  5.595  29.987  -263287034232421153065728702297254077136896.000 
 49  37  5.653  30.031  -263440180541586660746567649936021081030656.000 
 49  38  5.651  30.075  -263593826711848752691859833250456985927680.000 
 49  39  5.652  30.118  -263747971931034544522098158379909569839104.000 
 49  40  5.653  30.162  -263902618966009928966700936041319683325952.000 
 49  41  6.729  30.207  -264057769587923032283378459235179315593216.000 
 49  42  5.708  30.251  -264213427076152029968358524680300704825344.000 
 49  43  5.711  30.295  -264369590798109252461801990558162647777280.000 
 49  44  5.711  30.340  -264526263456794414782617390504721183145984.000 
 49  45  6.868  30.385  -264683446844663260572826121152699979268096.000 
 49  46  5.763  30.429  -264841144185996232973283233631437731135488.000 
 49  47  5.769  30.474  -264999355041505086484030802194945477181440.000 
 49  48  5.770  30.519  -265158082039868993467328774644804930764800.000 
 49  49  6.938  30.565  -265317326995952385243201541664227029155840.000 
